Sex,Year,Source,MortalityType,Value,Target,Bridge
Total,2010,Total,Malignant neoplasms of bladder,59131.7491,Neoplasms,Malignant neoplasms
Total,2015,Total,Malignant neoplasms of bladder,59047.22359,Neoplasms,Malignant neoplasms
Total,2011,Total,Malignant neoplasms of bladder,59022.50214,Neoplasms,Malignant neoplasms
Male,2015,Total,Accidental falls,58928.44894,External causes of mortality,External causes of mortality
Female,2002,Total,Alzheimer's disease,58719.34733,Other,Diseases of the nervous system
Female,2020,Total,Certain infectious and parasitic diseases,58490.92038,Other,Other
Female,2019,Total,Malignant neoplasms of pancreas,58236.47292,Neoplasms,Malignant neoplasms
Male,2014,Total,Accidental falls,57982.89462,External causes of mortality,External causes of mortality
Male,2007,Total,Alzheimer's disease,57925.27222,Other,Diseases of the nervous system
Total,2009,Total,Malignant neoplasms of bladder,57857.90375,Neoplasms,Malignant neoplasms
Male,2005,Total,Dementia,57706.06758,Other,Mental and behavioural disorders
Total,2009,Total,Parkinson's disease,57589.87931,Diseases of the circulatory system,Diseases of the circulatory system
Male,2020,Total,Malignant neoplasms of liver,57236.88795,Neoplasms,Malignant neoplasms
Female,2008,Total,Malignant neoplasms of pancreas,57195.01648,Neoplasms,Malignant neoplasms
Male,2013,Total,Accidental falls,57190.32333,External causes of mortality,External causes of mortality
Male,2020,Total,Transport Accidents,57041.66721,External causes of mortality,External causes of mortality
Male,2003,Total,Dementia,56504.57012,Other,Mental and behavioural disorders
Female,2018,Total,Malignant neoplasms of pancreas,56405.94294,Neoplasms,Malignant neoplasms
Total,2007,Total,Malignant neoplasms of bladder,56154.97787,Neoplasms,Malignant neoplasms
Female,2007,Total,Malignant neoplasms of pancreas,56135.22357,Neoplasms,Malignant neoplasms
Total,2008,Total,Malignant neoplasms of bladder,56062.42232,Neoplasms,Malignant neoplasms
Male,2019,Total,Accidental falls,55722.96459,External causes of mortality,External causes of mortality
Total,2017,Total,Malignant neoplasms of bladder,55700.471,Neoplasms,Malignant neoplasms
Male,2002,Total,Dementia,55685.3296,Other,Mental and behavioural disorders
Male,2020,Total,Malignant neoplasms of stomach,55678.10027,Neoplasms,Malignant neoplasms
Total,2019,Total,Assault,55665.58903,External causes of mortality,External causes of mortality
Total,2003,Total,Malignant neoplasms of bladder,55555.57844,Neoplasms,Malignant neoplasms
Male,2017,Total,Accidental falls,55535.11785,External causes of mortality,External causes of mortality
Female,2000,Total,Dementia,55485.8198,Other,Mental and behavioural disorders
Total,2018,Total,Assault,55392.17486,External causes of mortality,External causes of mortality
Total,2008,Total,Parkinson's disease,55356.39041,Diseases of the circulatory system,Diseases of the circulatory system
Total,2002,Total,Malignant neoplasms of bladder,55335.73511,Neoplasms,Malignant neoplasms
Total,2004,Total,Malignant neoplasms of bladder,55299.89082,Neoplasms,Malignant neoplasms
Total,2015,Total,Accidental poisoning,55238.31434,External causes of mortality,External causes of mortality
Total,2001,Total,Malignant neoplasms of bladder,55085.40067,Neoplasms,Malignant neoplasms
Total,2010,Total,Diseases of the musculoskeletal system and connective tissue,54903.21897,Other,Other
Total,2006,Total,Malignant neoplasms of bladder,54675.37912,Neoplasms,Malignant neoplasms
Female,2006,Total,Malignant neoplasms of pancreas,54607.3277,Neoplasms,Malignant neoplasms
Male,2004,Total,Dementia,54357.19109,Other,Mental and behavioural disorders
Male,2016,Total,Parkinson's disease,54280.50663,Diseases of the circulatory system,Diseases of the circulatory system
Male,2017,Total,Parkinson's disease,54189.49591,Diseases of the circulatory system,Diseases of the circulatory system
Total,2005,Total,Malignant neoplasms of bladder,54159.86048,Neoplasms,Malignant neoplasms
Male,2006,Total,Alzheimer's disease,54061.50085,Other,Diseases of the nervous system
Total,2009,Total,Diseases of the musculoskeletal system and connective tissue,54029.71386,Other,Other
Total,2012,Total,Diseases of the musculoskeletal system and connective tissue,53971.51133,Other,Other
Total,2011,Total,Diseases of the musculoskeletal system and connective tissue,53818.88342,Other,Other
Male,2001,Total,Dementia,53508.79603,Other,Mental and behavioural disorders
Male,2012,Total,Accidental falls,53505.78136,External causes of mortality,External causes of mortality
Total,2002,Total,Diseases of the musculoskeletal system and connective tissue,53429.4872,Other,Other
Total,2020,Total,Leukemia,53360.50619,Neoplasms,Malignant neoplasms
Total,2003,Total,Diseases of the musculoskeletal system and connective tissue,53319.94173,Other,Other
Total,2007,Total,Parkinson's disease,53272.05735,Diseases of the circulatory system,Diseases of the circulatory system
Female,2000,Total,Malignant neoplasms of stomach,53208.3739,Neoplasms,Malignant neoplasms
Female,2005,Total,Malignant neoplasms of pancreas,53052.43067,Neoplasms,Malignant neoplasms
Male,2013,Total,Malignant neoplasms of bladder,53036.03367,Neoplasms,Malignant neoplasms
Female,2020,Total,Malignant neoplasms of pancreas,52951.373,Neoplasms,Malignant neoplasms
Female,2001,Total,Malignant neoplasms of stomach,52880.25079,Neoplasms,Malignant neoplasms
Total,2013,Total,Diseases of the musculoskeletal system and connective tissue,52878.1066,Other,Other
Male,2018,Total,Accidental falls,52850.40887,External causes of mortality,External causes of mortality
Male,2010,Total,Malignant neoplasms of bladder,52826.09398,Neoplasms,Malignant neoplasms
Male,2016,Total,Malignant neoplasms of bladder,52808.45288,Neoplasms,Malignant neoplasms
Total,2008,Total,Diseases of the musculoskeletal system and connective tissue,52755.90371,Other,Other
Female,2001,Total,Alzheimer's disease,52725.84858,Other,Diseases of the nervous system
Male,2011,Total,Accidental falls,52683.43929,External causes of mortality,External causes of mortality
Total,2017,Total,Assault,52671.91557,External causes of mortality,External causes of mortality
Male,2012,Total,Malignant neoplasms of bladder,52640.67752,Neoplasms,Malignant neoplasms
Female,2004,Total,Malignant neoplasms of pancreas,52565.54168,Neoplasms,Malignant neoplasms
Total,2007,Total,Diseases of the musculoskeletal system and connective tissue,52555.52786,Other,Other
Total,2006,Total,Parkinson's disease,52549.01164,Diseases of the circulatory system,Diseases of the circulatory system
Male,2015,Total,Parkinson's disease,52437.2164,Diseases of the circulatory system,Diseases of the circulatory system
Total,2001,Total,Assault,52426.4368,External causes of mortality,External causes of mortality
Female,2003,Total,Malignant neoplasms of pancreas,52373.88839,Neoplasms,Malignant neoplasms
Male,2015,Total,Malignant neoplasms of bladder,52330.50023,Neoplasms,Malignant neoplasms
Male,2014,Total,Malignant neoplasms of bladder,52180.3649,Neoplasms,Malignant neoplasms
Male,2011,Total,Malignant neoplasms of bladder,52177.52153,Neoplasms,Malignant neoplasms
Male,2005,Total,Alzheimer's disease,52166.69573,Other,Diseases of the nervous system
Male,2009,Total,Accidental falls,51956.99754,External causes of mortality,External causes of mortality
Male,2010,Total,Accidental falls,51906.04782,External causes of mortality,External causes of mortality
Male,2020,Total,Assault,51853.35255,External causes of mortality,External causes of mortality
Total,2001,Total,Diseases of the musculoskeletal system and connective tissue,51733.76497,Other,Other
Total,2002,Total,Assault,51731.02418,External causes of mortality,External causes of mortality
Male,2009,Total,Malignant neoplasms of bladder,51674.82524,Neoplasms,Malignant neoplasms
Female,2002,Total,Malignant neoplasms of stomach,51644.37569,Neoplasms,Malignant neoplasms
Total,2005,Total,Parkinson's disease,51489.31874,Diseases of the circulatory system,Diseases of the circulatory system
Total,2014,Total,Diseases of the musculoskeletal system and connective tissue,51442.90644,Other,Other
Male,2019,Total,Parkinson's disease,51439.24937,Diseases of the circulatory system,Diseases of the circulatory system
Female,2002,Total,Malignant neoplasms of pancreas,51418.3379,Neoplasms,Malignant neoplasms
Total,2015,Total,Diseases of the musculoskeletal system and connective tissue,51300.47359,Other,Other
Total,2016,Total,Diseases of the musculoskeletal system and connective tissue,51119.71688,Other,Other
Male,2003,Total,Alzheimer's disease,51069.77476,Other,Diseases of the nervous system
Total,2010,Total,Assault,51038.88313,External causes of mortality,External causes of mortality
Total,2003,Total,Parkinson's disease,51028.96459,Diseases of the circulatory system,Diseases of the circulatory system
Total,2014,Total,Accidental poisoning,51017.16308,External causes of mortality,External causes of mortality
Male,2020,Total,Parkinson's disease,50998.37088,Diseases of the circulatory system,Diseases of the circulatory system
Female,2001,Total,Malignant neoplasms of pancreas,50947.56001,Neoplasms,Malignant neoplasms
Male,2018,Total,Parkinson's disease,50908.85093,Diseases of the circulatory system,Diseases of the circulatory system
Female,2003,Total,Malignant neoplasms of stomach,50738.47974,Neoplasms,Malignant neoplasms
Total,2000,Total,Malignant neoplasms of bladder,50598.84624,Neoplasms,Malignant neoplasms
Male,2004,Total,Alzheimer's disease,50496.64382,Other,Diseases of the nervous system
Total,2011,Total,Assault,50483.1724,External causes of mortality,External causes of mortality
Total,2006,Total,Diseases of the musculoskeletal system and connective tissue,50428.90546,Other,Other
Total,2017,Total,Diseases of the musculoskeletal system and connective tissue,50284.66979,Other,Other
Male,2003,Total,Malignant neoplasms of bladder,50227.06508,Neoplasms,Malignant neoplasms
Male,2020,Total,Accidental falls,50062.9605,External causes of mortality,External causes of mortality
Total,2004,Total,Diseases of the musculoskeletal system and connective tissue,50008.94847,Other,Other
Total,2000,Total,Assault,49970.90928,External causes of mortality,External causes of mortality
Male,2021,Total,Ischaemic heart diseases,49935.4638,Diseases of the circulatory system,Diseases of the circulatory system
Male,2007,Total,Malignant neoplasms of bladder,49837.58618,Neoplasms,Malignant neoplasms
Total,2005,Total,Diseases of the musculoskeletal system and connective tissue,49813.65841,Other,Other
Male,2019,Total,Accidental poisoning,49634.10541,External causes of mortality,External causes of mortality
Male,2002,Total,Malignant neoplasms of bladder,49603.80298,Neoplasms,Malignant neoplasms
Male,2004,Total,Malignant neoplasms of bladder,49575.46113,Neoplasms,Malignant neoplasms
Male,2001,Total,Malignant neoplasms of bladder,49459.80018,Neoplasms,Malignant neoplasms
Male,2008,Total,Malignant neoplasms of bladder,49428.95337,Neoplasms,Malignant neoplasms
Total,2019,Total,Malignant neoplasms of bladder,49233.60233,Neoplasms,Malignant neoplasms
Male,2017,Total,Accidental poisoning,49138.32507,External causes of mortality,External causes of mortality
Male,2014,Total,Parkinson's disease,48987.66266,Diseases of the circulatory system,Diseases of the circulatory system
Total,2012,Total,Assault,48904.26703,External causes of mortality,External causes of mortality
Male,2006,Total,Malignant neoplasms of bladder,48726.40534,Neoplasms,Malignant neoplasms
Female,2004,Total,Malignant neoplasms of stomach,48671.6534,Neoplasms,Malignant neoplasms
Total,2016,Total,Assault,48539.98237,External causes of mortality,External causes of mortality
Total,2002,Total,Parkinson's disease,48400.03365,Diseases of the circulatory system,Diseases of the circulatory system
Male,2013,Total,Leukemia,48361.84782,Neoplasms,Malignant neoplasms
Total,2004,Total,Parkinson's disease,48336.26344,Diseases of the circulatory system,Diseases of the circulatory system
Male,2008,Total,Accidental falls,48334.84693,External causes of mortality,External causes of mortality
Male,2005,Total,Malignant neoplasms of bladder,48322.55817,Neoplasms,Malignant neoplasms
Male,2013,Total,Parkinson's disease,48220.23569,Diseases of the circulatory system,Diseases of the circulatory system
Male,2012,Total,Leukemia,48201.05746,Neoplasms,Malignant neoplasms
Female,2000,Total,Malignant neoplasms of pancreas,48069.15345,Neoplasms,Malignant neoplasms
Total,2009,Total,Assault,48030.04246,External causes of mortality,External causes of mortality
Male,2002,Total,Accidental falls,47853.41103,External causes of mortality,External causes of mortality
Male,2014,Total,Leukemia,47677.6888,Neoplasms,Malignant neoplasms
Male,2018,Total,Assault,47632.09756,External causes of mortality,External causes of mortality
Male,2009,Total,Leukemia,47524.96502,Neoplasms,Malignant neoplasms
Total,2018,Total,Malignant neoplasms of bladder,47506.50108,Neoplasms,Malignant neoplasms
Male,2019,Total,Assault,47476.46758,External causes of mortality,External causes of mortality
Male,2003,Total,Accidental falls,47453.88546,External causes of mortality,External causes of mortality
Male,2018,Total,Accidental poisoning,47416.26383,External causes of mortality,External causes of mortality
Male,2017,Total,Malignant neoplasms of bladder,47251.48824,Neoplasms,Malignant neoplasms
Male,2011,Total,Leukemia,47248.51679,Neoplasms,Malignant neoplasms
Male,2010,Total,Leukemia,47246.42745,Neoplasms,Malignant neoplasms
Male,2006,Total,Accidental falls,47186.36376,External causes of mortality,External causes of mortality
Total,2013,Total,Accidental poisoning,47166.61909,External causes of mortality,External causes of mortality
Total,2000,Total,Diseases of the musculoskeletal system and connective tissue,47039.30162,Other,Other
Male,2004,Total,Accidental falls,47039.26074,External causes of mortality,External causes of mortality
